generation,best_fitness,mean_fitness,std_fitness
0,89.350924,5.424475,25.717636
1,89.350924,13.391203,31.592436
2,89.350924,26.195793,37.504585
3,89.350924,42.487766,39.883618
4,90.099829,52.746246,37.768288
5,90.613561,61.570628,34.424642
6,90.613561,69.313172,30.772797
7,90.613561,75.091053,26.044792
8,90.613561,77.574137,23.808455
9,90.613561,84.391653,13.146689
10,90.613561,85.796311,10.471018
11,90.613561,86.457954,8.20792
12,90.613561,87.157848,4.929063
13,90.613561,87.207125,4.938153
14,90.613561,87.231637,4.942689
15,90.647882,87.794124,1.046317
16,90.647882,87.888334,1.078135
17,90.733561,87.890198,1.080798
18,90.733561,87.933928,1.092493
19,90.733561,87.942473,1.101601
20,90.733561,87.942767,1.10139
21,90.733561,87.942943,1.101263
22,90.733561,88.03623,1.128437
23,90.733561,88.0899,1.14315
24,90.733561,88.136822,1.146702
25,90.733561,88.197495,1.145272
26,90.733561,88.24264,1.148394
27,90.733561,88.338376,1.178563
28,90.733561,88.360992,1.176311
29,90.793561,88.376585,1.196085
30,90.793561,88.447456,1.191111
31,90.793561,88.511353,1.18564
32,90.793561,88.626127,1.17879
33,90.793561,88.647681,1.176795
34,90.793561,88.708205,1.173679
35,90.793561,88.771967,1.151785
36,90.793561,88.827571,1.145725
37,90.793561,88.879129,1.13041
38,90.793561,88.906722,1.122722
39,90.793561,88.937041,1.110453
40,90.865448,88.978625,1.117403
41,90.865448,89.050139,1.07465
42,90.865448,89.098542,1.04137
43,90.865448,89.165638,0.984271
44,91.159688,89.199321,1.006509
45,91.159688,89.25391,0.968827
46,91.159688,89.345134,0.89087
47,91.159688,89.345692,0.890888
48,91.159688,89.367588,0.864011
49,91.159688,89.401342,0.832732
50,91.159688,89.462405,0.773395
51,91.159688,89.492167,0.789037
52,91.159688,89.528767,0.733683
53,91.159688,89.533888,0.737816
54,91.159688,89.537537,0.737165
55,91.159688,89.559167,0.70688
56,91.159688,89.561126,0.706715
57,91.159688,89.577147,0.715546
58,91.159688,89.605848,0.671295
59,91.159688,89.612532,0.672365
60,91.159688,89.636257,0.647939
61,92.599688,89.655472,0.703547
62,92.599688,89.671595,0.677986
63,92.599688,89.706539,0.673521
64,92.599688,89.766853,0.658523
65,92.599688,89.783911,0.63776
66,92.599688,89.784109,0.637686
67,92.599688,89.792949,0.637369
68,92.599688,89.804999,0.639695
69,92.599688,89.815776,0.639053
70,92.599688,89.827238,0.642805
71,92.599688,89.853816,0.658304
72,92.599688,89.899326,0.610791
73,92.599688,89.901361,0.609308
74,92.599688,89.912803,0.604428
75,92.599688,89.923406,0.605966
76,92.599688,89.947203,0.608247
77,92.599688,89.958106,0.606442
78,92.599688,89.970427,0.609246
79,92.599688,89.987829,0.625058
80,92.599688,90.029604,0.634493
81,92.599688,90.040975,0.63011
82,92.599688,90.046619,0.629875
83,92.599688,90.065407,0.621893
84,92.599688,90.068919,0.618832
85,92.599688,90.085319,0.633407
86,92.599688,90.099493,0.638045
87,92.599688,90.10754,0.636244
88,92.599688,90.135725,0.654665
89,92.599688,90.155592,0.667652
90,92.599688,90.177389,0.677769
91,92.599688,90.205007,0.683923
92,92.599688,90.214673,0.678538
93,92.599688,90.216797,0.676246
94,92.599688,90.255171,0.685642
95,92.599688,90.267272,0.67579
96,92.599688,90.275896,0.677628
97,92.599688,90.280157,0.677182
98,92.599688,90.280237,0.677096
99,92.599688,90.293094,0.670817
100,92.599688,90.308915,0.665308
101,92.599688,90.308915,0.665308
102,92.599688,90.32741,0.673709
103,93.032828,90.367602,0.719588
104,93.032828,90.367602,0.719588
105,93.032828,90.387133,0.719979
106,93.032828,90.401223,0.736196
107,93.032828,90.41583,0.733104
108,93.032828,90.41583,0.733104
109,93.032828,90.417428,0.731057
110,93.032828,90.46534,0.767492
111,93.032828,90.46534,0.767492
112,93.032828,90.471237,0.766724
113,93.032828,90.486394,0.758413
