generation,best_fitness,mean_fitness,std_fitness
0,92.62385,9.373938,29.44391
1,92.62385,25.166143,37.110842
2,92.667281,39.550022,38.520781
3,92.667281,54.8924,37.555165
4,92.667281,72.932188,27.508293
5,92.667281,81.28938,21.537819
6,92.667281,85.817977,12.135412
7,93.132142,88.413687,7.586258
8,93.409567,89.615434,4.228334
9,93.409567,90.342906,3.443932
10,93.409567,90.725055,2.740301
11,93.409567,90.858696,2.688799
12,93.409567,91.068655,2.629673
13,93.409567,91.409241,2.018976
14,93.409567,91.524457,1.932966
15,93.409567,91.799899,0.821059
16,93.409567,91.824501,0.817939
17,93.409567,91.851082,0.76846
18,93.409567,91.897485,0.763505
19,93.409567,91.949406,0.757855
20,93.409567,91.967818,0.758682
21,93.409567,92.01593,0.691052
22,93.409567,92.047993,0.69206
23,93.596054,92.099205,0.576292
24,93.596054,92.099205,0.576292
25,93.596054,92.1285,0.578726
26,93.596054,92.129277,0.578399
27,93.596054,92.148406,0.588583
28,93.596054,92.186058,0.597483
29,93.596054,92.215174,0.595853
30,93.596054,92.222891,0.595296
31,93.596054,92.251787,0.591229
32,93.596054,92.267748,0.589059
33,93.596054,92.289171,0.593946
34,93.596054,92.301666,0.590388
35,93.596054,92.306311,0.586166
36,93.596054,92.322661,0.591072
37,93.596054,92.333038,0.587128
38,93.596054,92.372969,0.570128
39,93.596054,92.401478,0.567508
40,93.596054,92.418411,0.552904
41,93.596054,92.435521,0.555259
42,93.596054,92.471327,0.550497
43,93.596054,92.486876,0.549015
44,93.596054,92.501709,0.540096
45,93.596054,92.518876,0.536975
46,93.596054,92.538328,0.51962
47,93.596054,92.544328,0.51139
48,93.596054,92.556721,0.493279
49,93.596054,92.571209,0.489948
50,93.596054,92.587319,0.481174
51,93.596054,92.589616,0.478179
52,93.596054,92.620517,0.466619
53,93.596054,92.631569,0.457128
54,93.596054,92.632983,0.456254
55,93.596054,92.643004,0.453088
56,93.596054,92.658314,0.436891
57,93.596054,92.662949,0.431928
58,93.596054,92.66691,0.429943
59,93.596054,92.669749,0.427643
60,93.596054,92.676671,0.42952
61,93.676036,92.710784,0.418848
62,93.676036,92.713678,0.413941
63,93.676036,92.714113,0.413894
64,93.676036,92.720658,0.400285
65,93.676036,92.736638,0.394477
66,93.676036,92.742638,0.38846
67,93.676036,92.742638,0.38846
68,93.676036,92.754449,0.382251
69,93.676036,92.756407,0.381193
70,93.676036,92.756407,0.381193
71,93.676036,92.761596,0.383786
72,93.676036,92.774962,0.381911
73,93.676036,92.780478,0.381178
74,93.676036,92.78885,0.385682
75,93.676036,92.800478,0.376084
76,93.676036,92.808014,0.368397
77,93.676036,92.815001,0.349485
78,93.676036,92.835945,0.332114
79,93.676036,92.835945,0.332114
80,93.694055,92.838127,0.333745
81,93.694055,92.84063,0.333894
82,93.694055,92.84063,0.333894
83,93.694055,92.843405,0.32774
84,93.694055,92.862286,0.32666
85,93.694055,92.867776,0.320835
86,93.694055,92.867776,0.320835
87,93.694055,92.868994,0.320225
88,93.694055,92.877406,0.313196
89,93.694055,92.880528,0.312874
90,93.694055,92.888498,0.313027
91,93.694055,92.888934,0.31272
92,93.694055,92.911489,0.306783
93,93.694055,92.911489,0.306783
94,93.694055,92.911902,0.306513
95,93.694055,92.911902,0.306513
96,93.694055,92.916479,0.299015
97,93.694055,92.917328,0.298369
98,93.694055,92.919579,0.297168
99,93.694055,92.919579,0.297168
100,93.694055,92.919579,0.297168
101,93.694055,92.919579,0.297168
102,93.694055,92.928701,0.298528
103,93.694055,92.941892,0.302347
104,93.694055,92.952209,0.301513
105,93.694055,92.95397,0.301281
106,93.694055,92.958115,0.305255
107,93.694055,92.958115,0.305255
108,93.694055,92.96156,0.303793
109,93.694055,92.962853,0.30424
110,93.694055,92.967573,0.303776
111,93.694055,92.976025,0.301334
112,93.694055,92.980667,0.302468
113,93.694055,92.980667,0.302468
114,93.694055,92.995705,0.284311
115,93.694055,92.998915,0.286469
116,93.694055,93.010219,0.294748
117,93.694055,93.011273,0.29379
118,93.694055,93.020876,0.292938
119,93.694055,93.020876,0.292938
120,93.694055,93.020876,0.292938
121,93.694055,93.027801,0.294662
122,93.694055,93.038677,0.292232
123,93.694055,93.038677,0.292232
124,93.694055,93.043093,0.290269
125,93.694055,93.044947,0.288599
126,93.694055,93.044947,0.288599
127,93.694055,93.055299,0.286917
128,93.694055,93.057299,0.287241
129,93.876036,93.076343,0.284904
130,93.876036,93.076343,0.284904
131,93.876036,93.079117,0.286778
132,93.876036,93.088668,0.288272
133,93.876036,93.095995,0.283966
134,93.876036,93.104832,0.286111
135,93.876036,93.107388,0.288109
136,93.876036,93.107388,0.288109
137,93.876036,93.107388,0.288109
138,93.876036,93.109148,0.286889
139,93.876036,93.114819,0.283059
140,93.876036,93.123126,0.284992
141,93.876036,93.125126,0.284842
142,93.876036,93.125126,0.284842
143,93.876036,93.125126,0.284842
