generation,best_fitness,mean_fitness,std_fitness
0,89.745069,5.81355,25.451055
1,90.673561,24.317629,36.564606
2,90.673561,38.417542,39.185493
3,90.673561,50.186262,37.094652
4,90.673561,59.788598,33.401599
5,92.038336,68.069083,29.418159
6,92.038336,74.152203,25.53272
7,92.038336,79.734873,20.607127
8,92.038336,81.809783,17.731455
9,92.038336,83.463709,15.733461
10,92.038336,85.415401,12.26277
11,92.038336,87.573794,4.711042
12,92.038336,87.737701,4.006227
13,92.038336,88.342345,1.349129
14,92.038336,88.423907,1.356663
15,92.038336,88.529113,1.342987
16,92.038336,88.542397,1.343085
17,92.038336,88.719113,1.290351
18,92.038336,88.876272,1.272874
19,92.038336,88.923638,1.253363
20,92.038336,89.018576,1.249753
21,92.038336,89.089178,1.211117
22,92.038336,89.173446,1.162248
23,92.038336,89.300318,1.147972
24,92.038336,89.394822,1.078907
25,92.038336,89.491806,0.990247
26,92.038336,89.50376,0.985336
27,92.038336,89.557702,0.936305
28,92.038336,89.596161,0.940689
29,92.038336,89.643908,0.880208
30,92.038336,89.700841,0.80084
31,92.038336,89.777008,0.683071
32,92.038336,89.830023,0.640378
33,92.038336,89.844611,0.627335
34,92.038336,89.859671,0.62537
35,92.038336,89.867771,0.625477
36,92.038336,89.897107,0.623175
37,92.038336,89.901686,0.621138
38,92.038336,89.927863,0.608629
39,92.038336,89.965374,0.634265
40,92.038336,89.968529,0.631627
41,92.038336,89.981804,0.626651
42,92.038336,89.986929,0.623281
43,92.038336,90.011404,0.622253
44,92.038336,90.024404,0.617903
45,92.038336,90.024915,0.61739
46,92.038336,90.025791,0.616572
47,92.038336,90.026991,0.615373
48,92.038336,90.05464,0.630326
49,92.038336,90.07238,0.624506
50,92.038336,90.083673,0.63533
51,92.038336,90.08811,0.632582
52,92.038336,90.101833,0.631325
53,92.038336,90.112672,0.626398
54,92.038336,90.117812,0.623148
55,92.038336,90.124265,0.620607
56,92.038336,90.130627,0.618031
57,92.038336,90.142902,0.616803
58,92.038336,90.144102,0.618047
59,92.038336,90.152589,0.617892
60,92.038336,90.166982,0.619325
61,92.038336,90.168436,0.618846
62,92.038336,90.169235,0.618395
63,92.038336,90.22649,0.621909
64,92.038336,90.25059,0.614688
65,92.038336,90.265681,0.608112
66,92.038336,90.28407,0.605622
67,92.038336,90.291813,0.606484
68,92.038336,90.297204,0.607758
69,92.038336,90.297438,0.607644
70,92.038336,90.301587,0.604855
71,92.038336,90.306469,0.606722
72,92.038336,90.31918,0.604216
73,92.038336,90.341871,0.596613
74,92.038336,90.341871,0.596613
75,92.038336,90.341871,0.596613
76,92.038336,90.341871,0.596613
77,92.038336,90.391902,0.622347
78,92.038336,90.391902,0.622347
79,92.038336,90.394215,0.621234
80,92.038336,90.394215,0.621234
81,92.038336,90.394215,0.621234
82,92.038336,90.408127,0.619271
83,92.038336,90.416384,0.610563
84,92.038336,90.431708,0.608066
85,92.038336,90.431708,0.608066
86,92.038336,90.456516,0.592803
87,92.038336,90.48347,0.600186
88,92.038336,90.491566,0.601011
89,92.038336,90.510524,0.593933
90,92.038336,90.510524,0.593933
91,92.038336,90.511984,0.59472
92,92.176695,90.531765,0.616469
93,92.176695,90.531975,0.616281
94,93.196695,90.565856,0.66486
95,93.196695,90.569927,0.660538
96,93.196695,90.575515,0.654293
97,93.196695,90.583229,0.662098
98,93.196695,90.602143,0.656477
99,93.196695,90.608354,0.653416
100,93.196695,90.608354,0.653416
101,93.436695,90.633468,0.710854
102,93.436695,90.668067,0.732441
103,93.436695,90.687113,0.735981
104,93.436695,90.690688,0.734484
105,93.436695,90.713219,0.730303
106,93.436695,90.720547,0.731897
107,93.436695,90.754332,0.722607
108,93.436695,90.759838,0.723669
109,93.436695,90.772128,0.724402
110,93.436695,90.773307,0.724778
111,93.436695,90.778492,0.725983
112,93.436695,90.789137,0.716877
113,93.436695,90.791504,0.716506
114,93.436695,90.826594,0.710295
115,93.436695,90.839437,0.702855
116,93.436695,90.848038,0.699386
117,93.436695,90.874561,0.721208
118,93.436695,90.888651,0.710194
119,93.436695,90.894888,0.701399
120,93.436695,90.894888,0.701399
121,93.436695,90.921242,0.69661
122,93.436695,90.944612,0.718907
123,93.436695,90.953781,0.710037
124,93.538336,90.979967,0.755152
125,93.538336,90.980904,0.754775
126,93.538336,90.980965,0.75475
127,93.538336,90.986544,0.752753
128,93.538336,90.99654,0.743037
129,93.538336,91.011768,0.746746
130,93.538336,91.026609,0.758692
131,93.538336,91.078411,0.784168
132,93.538336,91.097814,0.790046
133,93.538336,91.11881,0.800196
134,93.538336,91.120448,0.798733
135,93.538336,91.124048,0.795577
136,93.538336,91.124048,0.795577
137,93.538336,91.124048,0.795577
138,93.538336,91.124147,0.7955
139,93.538336,91.124147,0.7955
140,93.538336,91.124147,0.7955
141,93.538336,91.129082,0.790143
142,93.538336,91.129315,0.790096
143,93.538336,91.161402,0.809693
144,93.538336,91.164971,0.808835
145,93.538336,91.182024,0.79279
146,93.538336,91.195112,0.793893
147,93.538336,91.225389,0.815164
148,93.538336,91.225389,0.815164
149,93.538336,91.247325,0.806986
150,93.538336,91.247325,0.806986
151,93.538336,91.247325,0.806986
152,93.538336,91.273928,0.832711
153,93.538336,91.273928,0.832711
154,93.538336,91.2752,0.83098
155,93.538336,91.281876,0.831366
156,93.538336,91.28533,0.829078
157,93.538336,91.28533,0.829078
158,93.538336,91.302063,0.826869
159,93.538336,91.307986,0.827508
160,93.538336,91.314131,0.821567
161,93.538336,91.315229,0.820046
162,93.538336,91.316192,0.819356
163,93.538336,91.329591,0.813306
164,93.538336,91.329591,0.813306
165,93.538336,91.357591,0.815285
166,93.538336,91.369023,0.816152
