generation,best_fitness,mean_fitness,std_fitness
0,89.558539,5.200187,24.641536
1,89.558539,19.045823,34.05918
2,89.558539,32.733617,37.176375
3,90.653025,46.782366,36.398956
4,90.653025,57.068077,35.091691
5,90.653025,67.873413,30.83852
6,92.416695,76.927718,24.306563
7,92.416695,80.6321,20.334763
8,92.416695,82.397206,17.901548
9,92.416695,84.737216,12.709459
10,92.416695,85.48858,10.710783
11,92.416695,86.023584,9.804996
12,92.416695,86.51433,9.39369
13,92.416695,87.261198,6.732388
14,92.416695,87.96703,1.166417
15,92.416695,88.031126,1.190121
16,92.416695,88.12645,1.216456
17,92.416695,88.176561,1.21698
18,92.416695,88.261319,1.218386
19,92.416695,88.294231,1.232167
20,92.416695,88.344445,1.245993
21,92.416695,88.488755,1.244095
22,92.416695,88.584371,1.24238
23,92.416695,88.617034,1.241254
24,92.416695,88.641677,1.237335
25,92.416695,88.897884,1.225764
26,92.416695,88.939003,1.202788
27,92.492828,89.081628,1.189256
28,92.492828,89.124024,1.19036
29,92.492828,89.180837,1.159913
30,92.492828,89.234632,1.128668
31,92.492828,89.330491,1.05226
32,92.492828,89.440752,0.969453
33,92.492828,89.469971,0.982867
34,92.492828,89.550345,0.904079
35,92.492828,89.578189,0.872538
36,92.492828,89.616205,0.845731
37,92.492828,89.664047,0.816782
38,92.492828,89.707176,0.819958
39,92.492828,89.718541,0.821353
40,92.492828,89.721629,0.820545
41,92.492828,89.747817,0.777908
42,92.492828,89.76417,0.759617
43,92.492828,89.775027,0.757677
44,92.492828,89.790901,0.758211
45,92.492828,89.823279,0.740177
46,92.492828,89.832723,0.73575
47,92.492828,89.856904,0.750873
48,92.492828,89.887612,0.749239
49,92.492828,89.899414,0.744109
50,92.492828,89.921935,0.758044
51,92.492828,89.944708,0.757924
52,92.492828,89.962366,0.747198
53,92.492828,89.962958,0.746713
54,92.492828,89.963618,0.746449
55,92.492828,89.993192,0.769627
56,92.492828,90.011382,0.764652
57,92.492828,90.024859,0.764233
58,92.492828,90.064336,0.72709
59,92.492828,90.074508,0.729266
60,92.492828,90.076078,0.728605
61,92.492828,90.077878,0.7271
62,92.492828,90.089808,0.722542
63,92.492828,90.110637,0.695431
64,92.492828,90.128954,0.687109
65,92.492828,90.13216,0.685185
66,92.492828,90.145225,0.700362
67,92.792828,90.191158,0.745482
68,92.792828,90.210719,0.74736
69,92.792828,90.213595,0.746709
70,92.792828,90.221404,0.740476
71,92.792828,90.221404,0.740476
72,92.792828,90.230073,0.735644
73,92.792828,90.255289,0.730332
74,92.792828,90.256463,0.729289
75,92.792828,90.26159,0.73159
76,92.792828,90.270308,0.732486
77,92.792828,90.280984,0.745492
78,92.792828,90.283061,0.743185
79,93.736695,90.327129,0.816828
80,93.736695,90.327129,0.816828
81,93.736695,90.350778,0.830362
82,93.736695,90.352618,0.828807
83,93.736695,90.352618,0.828807
84,93.736695,90.363454,0.824068
85,93.736695,90.396037,0.84675
86,93.736695,90.410085,0.844388
87,93.736695,90.416674,0.844611
88,93.736695,90.422714,0.841198
89,93.736695,90.449846,0.852975
90,93.736695,90.478577,0.848376
91,93.736695,90.492573,0.843187
92,93.736695,90.501622,0.838683
93,93.736695,90.503067,0.836877
94,93.736695,90.507834,0.835483
95,93.736695,90.526096,0.827987
96,93.736695,90.529648,0.824584
97,93.736695,90.552255,0.821325
98,93.736695,90.552255,0.821325
99,93.736695,90.569089,0.810293
100,93.736695,90.576906,0.807547
101,93.736695,90.592517,0.821111
102,93.736695,90.609888,0.833436
103,93.736695,90.639591,0.88273
104,93.736695,90.6495,0.873724
105,93.736695,90.65814,0.87097
106,93.736695,90.673989,0.879834
107,93.736695,90.693123,0.871893
108,93.736695,90.706204,0.864554
109,93.736695,90.706204,0.864554
110,93.736695,90.706204,0.864554
111,93.736695,90.72753,0.85325
112,93.736695,90.72753,0.85325
113,93.736695,90.741003,0.851456
114,93.736695,90.741003,0.851456
115,93.736695,90.749169,0.849053
116,93.736695,90.767828,0.834918
117,93.736695,90.783116,0.845908
118,93.736695,90.791332,0.839591
119,93.736695,90.791332,0.839591
120,93.736695,90.794041,0.836194
121,93.736695,90.799606,0.834359
122,93.736695,90.799606,0.834359
123,93.736695,90.806183,0.826947
124,93.736695,90.811271,0.82577
125,93.736695,90.821496,0.822276
126,93.736695,90.84322,0.810663
127,93.736695,90.848134,0.808793
128,93.736695,90.848134,0.808793
129,93.736695,90.854077,0.802517
130,93.736695,90.857008,0.80046
131,93.736695,90.878248,0.782859
132,93.736695,90.878248,0.782859
133,93.736695,90.879669,0.781059
134,93.736695,90.885125,0.778611
135,93.736695,90.885125,0.778611
136,93.736695,90.885125,0.778611
137,93.736695,90.890146,0.776422
138,93.736695,90.927727,0.798785
139,93.736695,90.935531,0.794848
140,93.736695,90.935531,0.794848
141,93.736695,90.937404,0.794218
142,93.736695,90.939581,0.793278
143,93.736695,90.939581,0.793278
144,93.736695,90.942581,0.790128
145,93.736695,90.954084,0.778419
146,93.736695,90.956525,0.777545
147,93.736695,90.973299,0.785553
148,93.736695,90.98823,0.782691
149,93.736695,90.998233,0.78745
150,93.736695,91.004612,0.783587
151,93.736695,91.008977,0.780879
152,93.736695,91.01043,0.780566
153,93.736695,91.01848,0.772738
154,93.736695,91.02538,0.773833
155,93.736695,91.02538,0.773833
156,93.736695,91.040891,0.761636
