generation,best_fitness,mean_fitness,std_fitness
0,92.690612,7.960942,26.382733
1,92.690612,28.736177,39.213702
2,92.690612,43.35895,40.234264
3,92.690612,56.369632,38.78942
4,93.13194,70.929695,30.4383
5,93.13194,76.325155,26.445811
6,93.13194,81.99952,20.310796
7,93.13194,88.20539,7.008166
8,93.13194,89.053121,5.637263
9,93.13194,90.055968,3.385642
10,93.13194,90.514619,3.018889
11,93.13194,90.829446,2.572424
12,93.37505,91.080612,2.448762
13,93.37505,91.310741,1.881246
14,93.37505,91.593096,0.926472
15,93.37505,91.678354,0.818205
16,93.37505,91.698554,0.798687
17,93.37505,91.796947,0.486802
18,93.37505,91.808947,0.493842
19,93.37505,91.883476,0.531013
20,93.37505,91.92352,0.548112
21,93.37505,91.950316,0.557426
22,93.37505,91.988289,0.570318
23,93.37505,92.013438,0.57374
24,93.37505,92.018256,0.571348
25,93.37505,92.042205,0.578929
26,93.37505,92.098695,0.575363
27,93.37505,92.138291,0.568799
28,93.37505,92.145826,0.571156
29,93.37505,92.172239,0.566873
30,93.37505,92.192672,0.556914
31,93.37505,92.198729,0.558799
32,93.37505,92.226316,0.555031
33,93.37505,92.246871,0.560842
34,93.37505,92.273669,0.559488
35,93.37505,92.27656,0.560887
36,93.37505,92.297723,0.550749
37,93.37505,92.330731,0.540278
38,93.37505,92.364853,0.534975
39,93.37505,92.380495,0.52897
40,93.37505,92.412872,0.525783
41,93.37505,92.439533,0.506775
42,93.37505,92.462883,0.498283
43,93.37505,92.473701,0.488708
44,93.37505,92.479701,0.480211
45,93.37505,92.496957,0.46995
46,93.37505,92.502858,0.467135
47,93.37505,92.51792,0.448278
48,93.37505,92.545465,0.414509
49,93.37505,92.55991,0.412502
50,93.37505,92.562527,0.41135
51,93.37505,92.562527,0.41135
52,93.37505,92.58958,0.397947
53,93.37505,92.605088,0.388408
54,93.37505,92.616815,0.373942
55,93.882006,92.641971,0.383724
56,93.882006,92.644536,0.378849
57,93.882006,92.651391,0.382877
58,93.882006,92.681056,0.394758
59,93.882006,92.683471,0.395547
60,93.888012,92.698192,0.406695
61,93.888012,92.698605,0.406708
62,93.888012,92.71219,0.393438
63,93.888012,92.731616,0.3687
64,93.888012,92.731616,0.3687
65,93.888012,92.731616,0.3687
66,93.888012,92.732051,0.368626
67,93.888012,92.734,0.36598
68,93.888012,92.746872,0.343833
69,93.888012,92.749641,0.34136
70,93.888012,92.768087,0.322516
71,93.888012,92.772129,0.321473
72,93.888012,92.77528,0.318675
73,93.888012,92.782129,0.323173
74,93.888012,92.79819,0.314864
75,93.888012,92.800941,0.317214
76,93.888012,92.807356,0.321377
77,93.888012,92.812914,0.323356
78,93.888012,92.830588,0.331793
79,93.888012,92.833421,0.329662
80,93.888012,92.833421,0.329662
81,93.888012,92.833856,0.329444
82,93.888012,92.833856,0.329444
83,93.888012,92.835619,0.329436
84,93.888012,92.838741,0.329526
85,93.888012,92.845648,0.322043
86,93.888012,92.84877,0.322038
87,93.888012,92.850624,0.321656
88,93.888012,92.851746,0.321291
89,93.888012,92.851746,0.321291
90,93.888012,92.851746,0.321291
91,93.888012,92.851746,0.321291
92,93.888012,92.858167,0.317305
93,93.888012,92.864603,0.307152
94,93.888012,92.864603,0.307152
95,93.888012,92.864603,0.307152
96,93.888012,92.865038,0.306874
97,93.888012,92.866984,0.307941
98,93.888012,92.866984,0.307941
99,93.888012,92.86742,0.307661
100,93.888012,92.86742,0.307661
101,93.894055,92.884287,0.317705
102,93.894055,92.899379,0.320241
103,93.894055,92.904569,0.32102
104,93.894055,92.905004,0.3207
105,93.894055,92.905004,0.3207
106,93.894055,92.909563,0.323484
107,93.894055,92.915927,0.329652
108,93.894055,92.931056,0.31644
109,93.894055,92.931274,0.316282
110,93.894055,92.939716,0.322116
111,93.894055,92.943007,0.324418
112,93.894055,92.943652,0.3246
113,93.894055,92.947903,0.323469
114,93.894055,92.955336,0.331555
115,93.894055,92.955336,0.331555
116,93.894055,92.957749,0.330496
117,93.894055,92.970939,0.333574
118,93.894055,92.973781,0.334325
119,93.894055,92.976194,0.333142
120,93.894055,92.976194,0.333142
121,93.894055,92.994033,0.331203
122,93.894055,93.003143,0.33269
123,93.894055,93.003143,0.33269
124,93.894055,93.010035,0.332379
125,93.894055,93.01385,0.330877
126,93.894055,93.01385,0.330877
127,93.894055,93.021568,0.329565
128,93.894055,93.026342,0.331687
129,93.894055,93.026342,0.331687
130,93.894055,93.027396,0.330784
131,93.894055,93.031279,0.334884
132,93.894055,93.031279,0.334884
133,93.894055,93.035695,0.333271
134,93.894055,93.035695,0.333271
135,93.894055,93.035695,0.333271
136,93.894055,93.035695,0.333271
137,93.894055,93.047729,0.342201
138,93.894055,93.048783,0.34126
139,93.894055,93.049838,0.340313
140,93.894055,93.049838,0.340313
141,93.894055,93.049838,0.340313
142,93.894055,93.051838,0.340618
143,93.894055,93.051838,0.340618
144,93.894055,93.059854,0.339745
145,93.894055,93.061188,0.340564
146,93.894055,93.064689,0.345098
147,93.894055,93.067354,0.344997
148,93.894055,93.076783,0.344545
149,93.894055,93.077559,0.345206
150,93.894055,93.0796,0.346124
151,93.894055,93.0796,0.346124
152,93.894055,93.08764,0.343799
153,93.894055,93.088694,0.34274
154,93.894055,93.088694,0.34274
155,93.894055,93.088694,0.34274
156,93.894055,93.088694,0.34274
157,93.894055,93.088694,0.34274
158,93.894055,93.088694,0.34274
159,93.894055,93.088694,0.34274
160,93.894055,93.093108,0.340419
161,93.894055,93.093108,0.340419
162,93.894055,93.099022,0.338507
163,93.894055,93.101062,0.339314
164,93.894055,93.101062,0.339314
165,93.894055,93.110976,0.341652
166,93.894055,93.110976,0.341652
