generation,best_fitness,mean_fitness,std_fitness
0,90.074823,1.212472,19.535747
1,90.074823,6.027385,23.1169
2,90.673573,23.328373,35.174552
3,90.673573,32.245781,36.815162
4,90.77548,44.723247,37.568085
5,91.206986,57.685785,34.569377
6,91.206986,68.247577,28.46599
7,91.206986,76.608349,23.682828
8,91.206986,81.088033,18.266103
9,91.206986,84.943081,11.017359
10,91.69505,86.206453,8.531198
11,91.69505,86.244641,8.524255
12,91.69505,86.725335,7.637513
13,91.69505,86.734634,7.63983
14,91.69505,86.904443,7.141872
15,91.69505,87.455611,5.27651
16,91.69505,87.891211,3.478841
17,91.69505,88.323498,1.480838
18,91.69505,88.380377,1.523139
19,91.69505,88.414255,1.527195
20,91.69505,88.497865,1.531059
21,91.69505,88.54514,1.522915
22,91.69505,88.570334,1.518255
23,91.69505,88.656659,1.492125
24,91.69505,88.680548,1.484031
25,91.69505,88.810387,1.472198
26,91.69505,88.918023,1.447039
27,91.69505,88.990741,1.415809
28,91.69505,89.026443,1.410596
29,91.69505,89.092197,1.375509
30,91.69505,89.173312,1.325862
31,92.520103,89.295506,1.314639
32,92.520103,89.367404,1.296534
33,92.520103,89.466634,1.224544
34,92.520103,89.498265,1.202634
35,92.520103,89.567029,1.170275
36,92.520103,89.587662,1.145904
37,92.520103,89.604434,1.148669
38,92.520103,89.627794,1.129041
39,92.520103,89.675809,1.076522
40,92.520103,89.680968,1.066013
41,92.520103,89.722078,1.042987
42,92.520103,89.785041,1.030407
43,92.520103,89.83218,1.010431
44,92.520103,89.904385,0.958214
45,92.520103,89.905432,0.959692
46,92.520103,89.909824,0.957516
47,92.520103,89.955867,0.927351
48,92.520103,89.971995,0.902619
49,92.520103,89.999134,0.859101
50,92.520103,90.054121,0.875852
51,92.520103,90.072699,0.871039
52,92.520103,90.099388,0.866119
53,92.520103,90.099388,0.866119
54,92.520103,90.12872,0.860823
55,92.520103,90.138277,0.857434
56,92.520103,90.187482,0.806236
57,92.520103,90.194445,0.814966
58,92.520103,90.195071,0.815448
59,92.520103,90.204431,0.819925
60,92.520103,90.223927,0.821051
61,92.520103,90.235871,0.819971
62,92.520103,90.235871,0.819971
63,92.520103,90.252242,0.822361
64,92.520103,90.273316,0.818702
65,92.520103,90.290772,0.812392
66,92.520103,90.312421,0.757756
67,92.520103,90.320309,0.751789
68,92.520103,90.338778,0.755524
69,92.520103,90.373495,0.748052
70,92.520103,90.385674,0.741055
71,92.520103,90.390824,0.738324
72,92.792828,90.414995,0.773604
73,92.792828,90.436536,0.774264
74,92.792828,90.451988,0.776258
75,92.792828,90.451988,0.776258
76,92.792828,90.472687,0.774781
77,92.792828,90.482232,0.775625
78,92.792828,90.487125,0.771531
79,92.972828,90.54486,0.738661
80,92.972828,90.548173,0.735357
81,92.972828,90.548173,0.735357
82,92.972828,90.563894,0.728004
83,92.972828,90.581433,0.730573
84,92.972828,90.581433,0.730573
85,92.972828,90.582098,0.73003
86,92.972828,90.607487,0.751215
87,92.972828,90.621476,0.739712
88,92.972828,90.63712,0.735462
89,92.972828,90.645311,0.728204
90,92.972828,90.652739,0.724657
91,92.972828,90.660368,0.722532
92,92.972828,90.669489,0.722574
93,92.972828,90.67023,0.72263
94,93.092828,90.701738,0.759628
95,93.092828,90.705324,0.756038
96,93.092828,90.720401,0.742691
97,93.196695,90.741258,0.781633
98,93.196695,90.741258,0.781633
99,93.196695,90.759572,0.786799
100,93.196695,90.759572,0.786799
101,93.196695,90.759572,0.786799
102,93.196695,90.788005,0.793353
103,93.196695,90.826006,0.811462
104,93.196695,90.826006,0.811462
105,93.196695,90.826006,0.811462
106,93.196695,90.833154,0.803431
107,93.196695,90.851727,0.823798
108,93.196695,90.871881,0.828427
109,93.196695,90.879341,0.826278
110,93.196695,90.884715,0.822408
111,93.196695,90.902252,0.819038
112,93.196695,90.908976,0.823529
113,93.196695,90.908976,0.823529
114,93.196695,90.941621,0.805219
115,93.254024,90.973004,0.833093
116,93.254024,90.973004,0.833093
117,93.254024,91.001897,0.82175
118,93.254024,91.027898,0.809075
119,93.254024,91.043725,0.82775
120,93.254024,91.073598,0.825466
121,93.254024,91.073598,0.825466
122,93.254024,91.099101,0.838957
123,93.254024,91.131064,0.847839
124,93.736695,91.146509,0.862047
125,93.736695,91.148205,0.860119
126,93.736695,91.156921,0.859182
127,93.736695,91.156921,0.859182
128,93.736695,91.172319,0.84946
129,93.736695,91.181428,0.845485
130,93.736695,91.181428,0.845485
131,93.736695,91.208793,0.84125
132,93.736695,91.211793,0.839677
133,93.736695,91.25743,0.842733
134,93.736695,91.258156,0.842383
135,93.736695,91.270822,0.846709
136,93.736695,91.270822,0.846709
137,93.736695,91.280576,0.835676
138,93.736695,91.280576,0.835676
139,93.736695,91.287461,0.832573
140,93.736695,91.306056,0.826635
141,93.736695,91.362543,0.839074
142,93.736695,91.366559,0.837859
143,93.736695,91.390909,0.833994
144,93.736695,91.391509,0.835023
145,93.736695,91.40016,0.850302
146,93.736695,91.40708,0.852107
147,93.736695,91.407296,0.852075
148,93.736695,91.408071,0.850628
149,93.736695,91.413861,0.848463
150,93.736695,91.440303,0.841628
151,93.736695,91.453988,0.84088
152,93.736695,91.475119,0.853643
153,93.736695,91.50511,0.845956
154,93.736695,91.516025,0.838712
155,93.736695,91.516025,0.838712
156,93.736695,91.528521,0.833507
157,93.736695,91.548106,0.829071
158,93.736695,91.553383,0.830746
159,93.736695,91.560583,0.826299
160,93.736695,91.590829,0.838649
161,93.736695,91.60138,0.833511
162,93.736695,91.60138,0.833511
163,93.736695,91.617526,0.835044
164,93.736695,91.620471,0.831178
165,93.736695,91.635502,0.828591
166,93.736695,91.643865,0.820378
167,93.736695,91.653582,0.812268
168,93.736695,91.661793,0.820161
169,93.736695,91.69093,0.816492
170,93.736695,91.695458,0.822311
171,93.736695,91.707307,0.82172
172,93.736695,91.721268,0.831188
173,93.736695,91.744393,0.817451
174,93.736695,91.754374,0.80169
175,93.736695,91.790582,0.807667
176,93.736695,91.846509,0.805706
