generation,best_fitness,mean_fitness,std_fitness
0,87.357882,4.27527,22.495949
1,87.357882,12.827559,28.639818
2,87.841114,24.000747,33.401662
3,88.915982,43.235044,37.048059
4,90.499688,54.81135,34.899772
5,90.499688,69.014077,28.73291
6,90.679688,76.660556,23.669735
7,90.679688,80.383634,19.440508
8,90.679688,85.24299,9.628732
9,90.679688,86.991292,4.262269
10,90.679688,87.047833,4.288948
11,90.679688,87.173303,4.111872
12,90.679688,87.637684,1.068882
13,90.679688,87.748344,1.165026
14,90.679688,87.830652,1.216406
15,90.679688,87.907755,1.252067
16,90.953025,87.995692,1.295427
17,90.953025,88.037116,1.302128
18,90.953025,88.075663,1.321559
19,90.953025,88.107503,1.346298
20,90.953025,88.108635,1.345521
21,90.953025,88.210779,1.368659
22,90.953025,88.244946,1.381135
23,90.953025,88.320661,1.383715
24,90.953025,88.366381,1.370744
25,90.953025,88.465444,1.375152
26,90.953025,88.514502,1.365215
27,90.953025,88.605406,1.360626
28,90.953025,88.629093,1.357227
29,90.953025,88.737542,1.345707
30,90.953025,88.764712,1.341102
31,90.953025,88.851845,1.318911
32,90.953025,88.85926,1.321653
33,90.953025,88.896751,1.311416
34,90.953025,88.89717,1.310863
35,90.953025,88.975552,1.291954
36,91.074865,89.046712,1.284966
37,91.074865,89.089046,1.260658
38,91.074865,89.117403,1.265429
39,91.074865,89.231608,1.22898
40,91.086986,89.271451,1.224173
41,91.086986,89.334129,1.19509
42,91.086986,89.367659,1.180461
43,91.086986,89.384204,1.16848
44,91.086986,89.393357,1.155141
45,91.589013,89.41154,1.175077
46,91.589013,89.46009,1.171989
47,91.589013,89.501089,1.165155
48,91.589013,89.532992,1.140078
49,91.589013,89.588242,1.109411
50,91.589013,89.600569,1.112816
51,91.589013,89.643541,1.071947
52,91.589013,89.688823,1.015532
53,91.589013,89.694862,1.016037
54,91.589013,89.694862,1.016037
55,91.772828,89.756069,1.006304
56,91.772828,89.802682,1.004068
57,91.772828,89.846566,0.945476
58,91.772828,89.8715,0.939968
59,91.772828,89.908951,0.919027
60,91.772828,89.950147,0.839409
61,91.772828,89.961706,0.836144
62,91.772828,89.998288,0.761812
63,91.772828,90.020402,0.761312
64,91.772828,90.063751,0.73847
65,91.772828,90.072649,0.732905
66,91.772828,90.076882,0.730841
67,91.772828,90.07872,0.728778
68,91.772828,90.095144,0.729956
69,91.772828,90.11197,0.731997
70,91.772828,90.12615,0.743126
71,91.772828,90.131284,0.747449
72,91.772828,90.156151,0.759011
73,92.656695,90.188931,0.800565
74,92.656695,90.188931,0.800565
75,92.656695,90.190942,0.799968
76,92.656695,90.221099,0.799876
